,Teachings,Period,Professor,Course,Anno,Sede,CAMPUS,PDS_COD,room_size,Partition,k,grappolo,qualifica,k,Course_ID
2447,PIANIFICAZIONE STRATEGICA E MANAGEMENT DELLA SOSTENIBILITÀ -1_EM6,1° Periodo,5591729,EM6,2,,San Giobbe,GGG,5,NO,3,Obbligatorio,Professoressa Ordinaria,,EM6_GGG2
2448,CORPORATE REPORTING_EM13,1° Periodo,5591729,EM13,2,,San Giobbe,AF,4,NO,3,a scelta,Professoressa Ordinaria,,EM13_AF2
2449,STORIA DELLE TRADIZIONI POPOLARI SP._FM10,II Semestre,6244626,FM10,3,VENEZIA,San Sebastiano,AMB,3,NO,3,a scelta,Ricercatrice,,FM10_AMB3
2450,STORIA DELLE TRADIZIONI POPOLARI SP._FM7,II Semestre,6244626,FM7,3,VENEZIA,San Sebastiano,GGG,3,NO,3,a scelta,Ricercatrice,,FM7_GGG3
2451,"STORIA DELLE TRADIZIONI POPOLARI, INTRODUZIONE_FT5",2° Periodo,6244626,FT5,3,VENEZIA,San Sebastiano,ANT,2,NO,3,Obbligatorio,Ricercatrice,,FT5_ANT3
2452,PRODUZIONE DELLO SPETTACOLO DAL VIVO_EM3,3° Periodo,6876710,EM3,1,,San Sebastiano,E00,5,NO,3,a scelta,Docente a contratto,,EM3_E001
2453,EUROPEAN PRIVATE LAW - 2_ET4,4° Periodo,14582559,ET4,1,VENEZIA,San Giobbe,M00,6,NO,3,Obbligatorio,Docente esterna,,ET4_M001
2454,EUROPEAN PRIVATE LAW - 1_ET4,3° Periodo,5590267,ET4,1,VENEZIA,San Giobbe,M00,7,NO,3,Obbligatorio,Ricercatore Universitario,,ET4_M001
2455,INTRODUCTION TO LAW_ET11_A-K,2° Periodo,5590267,ET11,1,VENEZIA,San Giobbe,EM0,8,A-K,3,Obbligatorio,Ricercatore Universitario,,ET11_EM01
2456,FUNDAMENTALS OF IT LAW_ET7,2° Periodo,5590267,ET7,1,RONCADE,H-Campus,GGG,5,NO,3,Obbligatorio,Ricercatore Universitario,,ET7_GGG1
2457,FILOLOGIA SEMITICA SP._FM2,I Semestre,5591005,FM2,3,VENEZIA,San Sebastiano,A00,1,NO,3,a scelta,Professoressa Associata,,FM2_A003
2458,FILOLOGIA SEMITICA SP._FM10,I Semestre,5591005,FM10,3,VENEZIA,San Sebastiano,O,1,NO,3,a scelta,Professoressa Associata,,FM10_O3
2459,EPIGRAFIA SUMERO-ACCADICA_FT5,4° Periodo,5591005,FT5,3,VENEZIA,San Sebastiano,MED,3,NO,3,a scelta,Professoressa Associata,,FT5_MED3
2460,EPIGRAFIA SUMERO-ACCADICA_FT3,4° Periodo,5591005,FT3,3,VENEZIA,San Sebastiano,ANT,3,NO,3,a scelta,Professoressa Associata,,FT3_ANT3
2461,LETTERATURE DEL VICINO ORIENTE ANTICO_FM2,II Semestre,5591005,FM2,3,VENEZIA,San Sebastiano,A00,2,NO,3,a scelta,Professoressa Associata,,FM2_A003
2462,ASSIRIOLOGIA_FT5,2° Periodo,5591005,FT5,3,VENEZIA,San Sebastiano,MED,2,NO,3,a scelta,Professoressa Associata,,FT5_MED3
2463,ASSIRIOLOGIA_FT1,2° Periodo,5591005,FT1,3,VENEZIA,San Sebastiano,A00,2,NO,3,a scelta,Professoressa Associata,,FT1_A003
2464,ASSIRIOLOGIA_FT3,2° Periodo,5591005,FT3,3,VENEZIA,San Sebastiano,ANT,2,NO,3,a scelta,Professoressa Associata,,FT3_ANT3
2465,LINGUA INGLESE - ESERCITAZIONI 1_CT3_Classe 4,II Semestre,5590156,CT3,1,VENEZIA,Campus scientifico via Torino (edificio Zeta),DS,7,Classe 4,1,Obbligatorio,,,CT3_DS1
2466,LINGUA INGLESE - ESERCITAZIONI 1_CT3_Classe 3,II Semestre,5590156,CT3,1,VENEZIA,Campus scientifico via Torino (edificio Delta),DS,6,Classe 3,1,Obbligatorio,,,CT3_DS1
2467,LINGUA INGLESE_CT3,II Semestre,24477818,CT3,1,VENEZIA,Campus scientifico via Torino (edificio Zeta),DS,7,NO,3,Obbligatorio,,,CT3_DS1
2468,SCIENZA DELLE FINANZE_ET11_Dl-Pas ,2° Periodo,26661991,ET11,3,,San Giobbe,EA0,7,Dl-Pas ,3,Obbligatorio,Docente a contratto,,ET11_EA03
2469,SCIENZA DELLE FINANZE - ESERCITAZIONI_ET4_A-La ,3° Periodo,23066392,ET4,2,VENEZIA,San Giobbe,C00,7,A-La ,1,Obbligatorio,Dottoranda,,ET4_C002
2470,SCIENZA DELLE FINANZE - ESERCITAZIONI_ET4_Lb-Z ,3° Periodo,23066392,ET4,2,VENEZIA,San Giobbe,C00,6,Lb-Z ,1,Obbligatorio,Dottoranda,,ET4_C002
2471,SCIENZA DELLE FINANZE - ESERCITAZIONI_ET30,2° Periodo,23253287,ET30,3,TREVISO,Treviso - Palazzo San Leonardo,CE,8,NO,1,Obbligatorio,Professore Associato,,ET30_CE3
2472,SCIENZA DELLE FINANZE_ET30,2° Periodo,23253287,ET30,3,TREVISO,Treviso - Palazzo San Leonardo,CE,8,NO,3,Obbligatorio,Professore Associato,,ET30_CE3
2473,POLICY EVALUATION_EM14,1° Periodo,23253287,EM14,2,VENEZIA,Palazzo Moro,GGG,3,NO,3,a scelta,Professore Associato,,EM14_GGG2
2474,SCIENZA DELLE FINANZE_ET4_Lb-Z ,3° Periodo,15927409,ET4,2,VENEZIA,San Giobbe,C00,6,Lb-Z ,3,Obbligatorio,,,ET4_C002
2475,SCIENZA DELLE FINANZE_ET4_A-La ,3° Periodo,5852155,ET4,2,VENEZIA,San Giobbe,C00,7,A-La ,3,Obbligatorio,Professoressa Ordinaria,,ET4_C002
2476,ADVANCED PUBLIC FINANCE_EM13,2° Periodo,5852155,EM13,1,VENEZIA,San Giobbe,AF,5,NO,3,Obbligatorio,Professoressa Ordinaria,,EM13_AF1
2477,PUBLIC ECONOMICS AND WELFARE SYSTEM_LT6,4° Periodo,5852155,LT6,3,,Cinema Multisala Rossini,GGG,5,NO,3,a scelta,Professoressa Ordinaria,,LT6_GGG3
2478,SCIENZA DELLE FINANZE_ET11_A-Di ,2° Periodo,5593508,ET11,3,,San Giobbe,EA0,7,A-Di ,3,Obbligatorio,Docente a contratto,,ET11_EA03
2479,ECONOMIA PUBBLICA E FEDERALISMO FISCALE - 2_EM11,4° Periodo,5593508,EM11,1,VENEZIA,San Giobbe,GGG,3,NO,3,Obbligatorio,Docente a contratto,,EM11_GGG1
2480,FINANCIAL LITERACY_NE01,II Semestre,5593508,NE01,1,VENEZIA,San Giobbe,GGG,4,NO,3,Obbligatorio,Docente a contratto,,NE01_GGG1
2481,SCIENZA DELLE FINANZE_ET11_Pat-Z ,2° Periodo,7626144,ET11,3,,San Giobbe,EA0,7,Pat-Z ,3,Obbligatorio,Professoressa Ordinaria,,ET11_EA03
2482,ISTITUZIONI DI ECONOMIA_LM40,I Semestre,7626144,LM40,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),LEIG,8,NO,3,Obbligatorio,Professoressa Ordinaria,,LM40_LEIG1
2483,ECONOMIA DEL WELFARE_FM8,2° Periodo,7626144,FM8,1,,San Sebastiano,SSO,4,NO,3,Obbligatorio,Professoressa Ordinaria,,FM8_SSO1
2484,POLITICA ECONOMICA ASIA ORIENTALE_LM40,I Semestre,7626144,LM40,2,VENEZIA,Santa Marta,LISIC,8,NO,3,Obbligatorio,Professoressa Ordinaria,,LM40_LISIC2
2485,LABORATORIO DI LINGUE MODERNE (LINGUA TEDESCA)_FM4,I Semestre,5591027,FM4,3,VENEZIA,San Sebastiano,MED,2,NO,3,a scelta,Professoressa Associata,,FM4_MED3
2486,LABORATORIO DI LINGUE MODERNE (LINGUA TEDESCA)_FM2,I Semestre,5591027,FM2,3,VENEZIA,San Sebastiano,S00,2,NO,3,a scelta,Professoressa Associata,,FM2_S003
2487,LABORATORIO DI LINGUE MODERNE (LINGUA TEDESCA)_FM7,I Semestre,5591027,FM7,3,VENEZIA,San Sebastiano,GGG,2,NO,3,a scelta,Professoressa Associata,,FM7_GGG3
2488,LABORATORIO DI LINGUE MODERNE (LINGUA TEDESCA)_FT3,I Semestre,5591027,FT3,3,VENEZIA,San Sebastiano,ANT,2,NO,3,Obbligatorio,Professoressa Associata,,FT3_ANT3
2489,LABORATORIO DI LINGUE MODERNE (LINGUA TEDESCA)_FT5,I Semestre,5591027,FT5,2,VENEZIA,San Sebastiano,ANT,2,NO,3,Obbligatorio,Professoressa Associata,,FT5_ANT2
2490,LETTERATURE EUROPEE MODERNE_FT3,1° Periodo,5591027,FT3,3,VENEZIA,San Sebastiano,MOD,4,NO,3,a scelta,Professoressa Associata,,FT3_MOD3
2491,LETTERATURE EUROPEE MODERNE SP_FM4,I Semestre,5591027,FM4,3,VENEZIA,San Sebastiano,MED,3,NO,3,a scelta,Professoressa Associata,,FM4_MED3
2492,INTRODUZIONE ALLA LETTERATURA TEDESCA SP_FM4,I Semestre,5591027,FM4,3,VENEZIA,San Sebastiano,MED,3,NO,3,a scelta,Professoressa Associata,,FM4_MED3
2493,ARCHEOLOGIA E STORIA DELL'ARTE GRECA_FT5,3° Periodo,5592602,FT5,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),MED,7,NO,3,a scelta,Professore Ordinario,,FT5_MED3
2494,ARCHEOLOGIA E STORIA DELL'ARTE GRECA_FT1,3° Periodo,5592602,FT1,1,,Polo didattico San Basilio (Magazzino 5),S00,7,NO,3,a scelta,Professore Ordinario,,FT1_S001
2495,ARCHEOLOGIA E STORIA DELL'ARTE GRECA_FT3,3° Periodo,5592602,FT3,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),ANT,7,NO,3,a scelta,Professore Ordinario,,FT3_ANT3
2496,ARCHEOLOGIA E STORIA DELL'ARTE GRECA E ROMANA I_FT1,3° Periodo,5592602,FT1,3,,Polo didattico San Basilio (Magazzino 5),A00,7,NO,3,a scelta,Professore Ordinario,,FT1_A003
2497,ARCHEOLOGIA ROMANA SP._FM2,II Semestre,5592602,FM2,3,VENEZIA,San Sebastiano,A00,4,NO,3,a scelta,Professore Ordinario,,FM2_A003
2498,ARCHEOLOGIA ROMANA SP._FM9,II Semestre,5592602,FM9,2,,San Sebastiano,MOD,4,NO,3,a scelta,Professore Ordinario,,FM9_MOD2
2499,ARCHEOLOGIA E STORIA DELL'ARTE GRECA E ROMANA II_FT1,4° Periodo,5592602,FT1,3,,Polo didattico San Basilio (Magazzino 5),A00,7,NO,3,a scelta,Professore Ordinario,,FT1_A003
2500,ARCHEOLOGIA E STORIA DELL'ARTE ROMANA_FT1,4° Periodo,5592602,FT1,1,,Polo didattico San Basilio (Magazzino 5),S00,7,NO,3,a scelta,Professore Ordinario,,FT1_S001
2501,ARCHEOLOGIA E STORIA DELL'ARTE ROMANA_FT5,4° Periodo,5592602,FT5,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),ANT,7,NO,3,a scelta,Professore Ordinario,,FT5_ANT3
2502,ARCHEOLOGIA E STORIA DELL'ARTE ROMANA_FT3,4° Periodo,5592602,FT3,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),ANT,7,NO,3,a scelta,Professore Ordinario,,FT3_ANT3
2503,ARCHEOLOGIA GRECA SP._FM2,II Semestre,5592602,FM2,3,VENEZIA,San Sebastiano,A00,5,NO,3,a scelta,Professore Ordinario,,FM2_A003
2504,ARCHEOLOGIA GRECA SP._FM9,II Semestre,5592602,FM9,1,,San Sebastiano,MED,5,NO,3,a scelta,Professore Ordinario,,FM9_MED1
2505,PROJECT MANAGEMENT_CT3,II Semestre,24480804,CT3,3,VENEZIA,Campus scientifico via Torino (edificio Zeta),TSI,3,NO,3,a scelta,Professore Associato,,CT3_TSI3
2506,SOFTWARE SECURITY_CM90,II Semestre,24480804,CM90,1,VENEZIA,Campus scientifico via Torino (edificio Zeta),AIDE,4,NO,3,Obbligatorio,Professore Associato,,CM90_AIDE1
2507,SOFTWARE SECURITY_CM9,II Semestre,24480804,CM9,2,VENEZIA,Campus scientifico via Torino (edificio Zeta),GGG,4,NO,3,a scelta,Professore Associato,,CM9_GGG2
2508,DEVELOPMENT METHODOLOGIES_CM90,I Semestre,24480804,CM90,1,VENEZIA,Campus scientifico via Torino (edificio Delta),SDE,2,NO,3,Obbligatorio,Professore Associato,,CM90_SDE1
2509,SOFTWARE DEVELOPMENT METHODOLOGIES_CM90,I Semestre,24480804,CM90,1,VENEZIA,Campus scientifico via Torino (edificio Delta),CS,2,NO,3,Obbligatorio,Professore Associato,,CM90_CS1
2510,LINGUA COREANA 2 MOD. 2_LT40,II Semestre,21983826,LT40,2,VENEZIA,Aula Barbarigo,K,5,NO,3,a scelta,Ricercatrice,,LT40_K2
2511,LINGUA COREANA 1 MOD. 2_LM20,II Semestre,21983826,LM20,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),K,5,NO,3,Obbligatorio,Ricercatrice,,LM20_K1
2512,THOUGHTS IN MODERN AND CONTEMPORARY KOREA_LM20,II Semestre,21983826,LM20,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),K,5,NO,3,Obbligatorio,Ricercatrice,,LM20_K1
2513,STORIA DELLA FILOSOFIA E DELLE RELIGIONI DELLA COREA 2_LT40,II Semestre,21983826,LT40,2,VENEZIA,Polo didattico San Basilio (Magazzino 5),K,5,NO,3,a scelta,Ricercatrice,,LT40_K2
2514,FONDAMENTI DI STORIA DELLA FOTOGRAFIA_FT1,1° Periodo,5668661,FT1,1,,Polo didattico San Basilio (Magazzino 5),S00,5,NO,3,a scelta,Professoressa Associata,,FT1_S001
2515,FONDAMENTI DI STORIA DELLA FOTOGRAFIA_FT3,1° Periodo,5668661,FT3,3,,Polo didattico San Basilio (Magazzino 5),MOD,5,NO,3,a scelta,Professoressa Associata,,FT3_MOD3
2516,FONDAMENTI DI STORIA DELLA FOTOGRAFIA_FT5,1° Periodo,5668661,FT5,3,,Polo didattico San Basilio (Magazzino 5),ARC,5,NO,3,a scelta,Professoressa Associata,,FT5_ARC3
2517,STORIA DELLA FOTOGRAFIA SP._FM9,3° Periodo,5668661,FM9,1,,Polo didattico San Basilio (Magazzino 5),CONT,5,NO,3,a scelta,Professoressa Associata,,FM9_CONT1
2518,CINEMA E FOTOGRAFIA I_EM3,1° Periodo,5668661,EM3,1,,San Sebastiano,E00,5,NO,3,a scelta,Professoressa Associata,,EM3_E001
2519,CINEMA E FOTOGRAFIA_LM3,1° Periodo,5668661,LM3,1,,San Sebastiano,C,5,NO,3,Obbligatorio,Professoressa Associata,,LM3_C1
2520,ARTE CONTEMPORANEA II_FM9,4° Periodo,5668661,FM9,1,,San Sebastiano,CONT,5,NO,3,Obbligatorio,Professoressa Associata,,FM9_CONT1
2521,"LABORATORIO DI ARTE, FOTOGRAFIA E AUDIOVISIVI_FM9",II Semestre,5668661,FM9,2,,San Sebastiano,CONT,4,NO,3,Obbligatorio,Professoressa Associata,,FM9_CONT2
2522,STORIA MEDIEVALE_FT5_B,II Semestre,5593105,FT5,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),ANT,5,B,3,a scelta,Professoressa Associata,,FT5_ANT3
2523,STORIA MEDIEVALE_FT3_B,II Semestre,5593105,FT3,3,,Polo didattico San Basilio (Architettura temporanea),MOD,5,B,3,a scelta,Professoressa Associata,,FT3_MOD3
2524,STORIA MEDIEVALE_FT2_B,II Semestre,5593105,FT2,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),FILSTO,5,B,3,a scelta,Professoressa Associata,,FT2_FILSTO3
2525,STORIA MEDIEVALE_FT1_B,II Semestre,5593105,FT1,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),A00,5,B,3,a scelta,Professoressa Associata,,FT1_A001
2526,STORIA DELLA CHIESA MEDIEVALE E DEI MOVIMENTI RELIGIOSI_FT5,2° Periodo,5593105,FT5,3,VENEZIA,San Sebastiano,STO,2,NO,3,a scelta,Professoressa Associata,,FT5_STO3
2527,FONTI E METODI PER LA STORIA MEDIEVALE SP._FM9,2° Periodo,5593105,FM9,2,VENEZIA,San Sebastiano,MED,2,NO,3,Obbligatorio,Professoressa Associata,,FM9_MED2
2528,FONTI E METODI PER LA STORIA MEDIEVALE SP._FM4,2° Periodo,5593105,FM4,3,VENEZIA,San Sebastiano,MED,2,NO,3,Obbligatorio,Professoressa Associata,,FM4_MED3
2529,FONTI E METODI PER LA STORIA MEDIEVALE SP._FM7,2° Periodo,5593105,FM7,3,VENEZIA,San Sebastiano,GGG,2,NO,3,Obbligatorio,Professoressa Associata,,FM7_GGG3
2530,DIRITTI DEL LAVORO_FM8,2° Periodo,5590863,FM8,1,,San Sebastiano,SSO,2,NO,3,a scelta,Professoressa Ordinaria,,FM8_SSO1
2531,SUSTAINABILITY AND LABOUR RIGHTS_EM13,4° Periodo,5590863,EM13,1,VENEZIA,San Giobbe,AF,7,NO,3,Obbligatorio,Professoressa Ordinaria,,EM13_AF1
2532,DIRITTO DEL LAVORO E DELLE RELAZIONI INDUSTRIALI_EM4_A-K,4° Periodo,5590863,EM4,1,VENEZIA,San Giobbe,GGG,7,A-K,3,Obbligatorio,Professoressa Ordinaria,,EM4_GGG1
2533,DIRITTO DEL WELFARE E DELLA SOSTENIBILITA'_EM11,3° Periodo,5590863,EM11,1,VENEZIA,San Giobbe,GGG,4,NO,3,a scelta,Professoressa Ordinaria,,EM11_GGG1
2534,LABOUR LAW AND TRANSNATIONAL FIRMS_EM12,3° Periodo,5590863,EM12,2,TREVISO,Treviso - Palazzo San Paolo,GM,4,NO,3,a scelta,Professoressa Ordinaria,,EM12_GM2
2535,ORGANIZATION DESIGN_ET11,2° Periodo,10877982,ET11,2,,San Giobbe,EM0,8,NO,3,Obbligatorio,Ricercatrice,,ET11_EM02
2536,HUMAN RESOURCE MANAGEMENT_ET11,2° Periodo,10877982,ET11,2,,San Giobbe,EM0,7,NO,3,a scelta,Ricercatrice,,ET11_EM02
2537,ARCHEOLOGIA DELL'ANATOLIA E DEL CAUCASO SP._FM9,II Semestre,5591249,FM9,1,VENEZIA,San Sebastiano,MED,4,NO,3,a scelta,Professoressa Associata,,FM9_MED1
2538,ARCHEOLOGIA DELL'ANATOLIA E DEL CAUCASO SP._FM2,II Semestre,5591249,FM2,3,VENEZIA,San Sebastiano,A00,4,NO,3,a scelta,Professoressa Associata,,FM2_A003
2539,ARCHEOLOGIA DELLA SIRO-MESOPOTAMIA SP_FM9,II Semestre,5591249,FM9,1,,San Sebastiano,MED,2,NO,3,a scelta,Professoressa Associata,,FM9_MED1
2540,ARCHEOLOGIA DELLA SIRO-MESOPOTAMIA SP_FM2,II Semestre,5591249,FM2,3,VENEZIA,San Sebastiano,A00,2,NO,3,a scelta,Professoressa Associata,,FM2_A003
2541,ARCHEOLOGIA E STORIA DELL'ARTE DEL VICINO ORIENTE ANTICO I_FT5,3° Periodo,5591249,FT5,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),MED,5,NO,3,a scelta,Professoressa Associata,,FT5_MED3
2542,ARCHEOLOGIA E STORIA DELL'ARTE DEL VICINO ORIENTE ANTICO I_FT3,3° Periodo,5591249,FT3,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),ANT,5,NO,3,a scelta,Professoressa Associata,,FT3_ANT3
2543,ARCHEOLOGIA E STORIA DELL'ARTE DEL VICINO ORIENTE ANTICO I_FT1,3° Periodo,5591249,FT1,3,,Polo didattico San Basilio (Magazzino 5),A00,5,NO,3,a scelta,Professoressa Associata,,FT1_A003
2544,ARCHEOLOGIA E STORIA DELL'ARTE DEL VICINO ORIENTE ANTICO II_FT1,4° Periodo,5591249,FT1,3,,San Sebastiano,A00,5,NO,3,a scelta,Professoressa Associata,,FT1_A003
2545,"METODI, APPROCCI E STRUMENTI PER LA STORIA DELL'ARTE_FM9",4° Periodo,5592054,FM9,1,,San Sebastiano,MOD,1,NO,3,a scelta,Professore Ordinario,,FM9_MOD1
2546,"METODI, APPROCCI E STRUMENTI PER LA STORIA DELL'ARTE_EM3",4° Periodo,5592054,EM3,2,,San Sebastiano,E00,1,NO,3,a scelta,Professore Ordinario,,EM3_E002
2547,"METODI, APPROCCI E STRUMENTI PER L'ARTE CONTEMPORANEA_EM3",4° Periodo,5592054,EM3,2,,San Sebastiano,E00,1,NO,3,a scelta,Professore Ordinario,,EM3_E002
2548,"METODI, APPROCCI E STRUMENTI PER L'ARTE CONTEMPORANEA_FM9",4° Periodo,5592054,FM9,1,,San Sebastiano,CONT,1,NO,3,a scelta,Professore Ordinario,,FM9_CONT1
2549,ARCHEOLOGIA DELLE PROVINCE ROMANE SP._FM2,II Semestre,5591056,FM2,3,VENEZIA,San Sebastiano,S00,1,NO,3,a scelta,Professoressa Associata,,FM2_S003
2550,ARCHEOLOGIA DELLA PRODUZIONE E DEL CONSUMO_FM2,II Semestre,5591056,FM2,3,VENEZIA,San Sebastiano,A00,2,NO,3,a scelta,Professoressa Associata,,FM2_A003
2551,METODOLOGIA DELLA RICERCA ARCHEOLOGICA SP. MOD. 1_FM2,II Semestre,5591056,FM2,3,VENEZIA,San Sebastiano,A00,2,NO,3,a scelta,Professoressa Associata,,FM2_A003
2552,ARCHITETTURA E URBANISTICA DEL MONDO GRECO_FT1,3° Periodo,5591056,FT1,2,,San Sebastiano,A00,2,NO,3,a scelta,Professoressa Associata,,FT1_A002
2553,ARCHITETTURA E URBANISTICA ANTICA_FT1,3° Periodo,5591056,FT1,2,VENEZIA,San Sebastiano,A00,2,NO,3,Obbligatorio,Professoressa Associata,,FT1_A002
2554,ARCHEOLOGIA E CULTURA MATERIALE_FT3,4° Periodo,5591056,FT3,3,VENEZIA,San Sebastiano,ANT,1,NO,3,Obbligatorio,Professoressa Associata,,FT3_ANT3
2555,ARCHEOLOGIA E CULTURA MATERIALE_FT1,4° Periodo,5591056,FT1,2,VENEZIA,San Sebastiano,A00,1,NO,3,Obbligatorio,Professoressa Associata,,FT1_A002
2556,ARCHITETTURA E URBANISTICA DEL MONDO ROMANO_FT3,4° Periodo,5591056,FT3,3,VENEZIA,San Sebastiano,ANT,1,NO,3,a scelta,Professoressa Associata,,FT3_ANT3
2557,ARCHITETTURA E URBANISTICA DEL MONDO ROMANO_FT1,4° Periodo,5591056,FT1,2,,San Sebastiano,A00,1,NO,3,a scelta,Professoressa Associata,,FT1_A002
2558,STATISTICAL MODELS AND METHODS FOR FINANCE-1_EM15,1° Periodo,24170319,EM15,1,VENEZIA,San Giobbe,QFR,7,NO,3,Obbligatorio,Docente a contratto,,EM15_QFR1
2559,METODI QUANTITATIVI PER LA SEGMENTAZIONE E IL POSIZIONAMENTO_EM7,1° Periodo,24170319,EM7,2,,San Giobbe,GGG,6,NO,3,Obbligatorio,Docente a contratto,,EM7_GGG2
2560,PIANIFICAZIONE DEI RISCHI E CRISI D'IMPRESA_EM20,2° Periodo,5590561,EM20,2,VENEZIA,San Giobbe,F,4,NO,3,a scelta,Docente a contratto,,EM20_F2
2561,MISURAZIONE DEL RISCHIO_EM20,1° Periodo,5590561,EM20,2,VENEZIA,San Giobbe,F,7,NO,3,a scelta,Docente a contratto,,EM20_F2
2562,LINGUA CINESE CLASSICA_FM10,II Semestre,26398644,FM10,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),ASIA,5,NO,3,Obbligatorio,Ricercatore,,FM10_ASIA3
2563,LINGUA CINESE CLASSICA_LM20,II Semestre,26398644,LM20,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,NO,3,Obbligatorio,Ricercatore,,LM20_C1
2564,LINGUA CINESE CLASSICA 1 MOD. 2_LT40_P-Z,II Semestre,26398644,LT40,2,VENEZIA,Santa Marta,C,8,P-Z,3,Obbligatorio,Ricercatore,,LT40_C2
2565,STORIA DELLA FILOSOFIA E DELLE RELIGIONI DELLA CINA 1_LT40_M-Z,I Semestre,26398644,LT40,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,M-Z,3,Obbligatorio,Ricercatore,,LT40_C1
2566,INTERNATIONAL MANAGEMENT ADVANCED COURSE - 2_EM13,2° Periodo,5590028,EM13,2,VENEZIA,San Giobbe,IMG,7,NO,3,Obbligatorio,Professore Ordinario,,EM13_IMG2
2567,INTERNATIONAL MANAGEMENT ADVANCED COURSE - 1_EM13,1° Periodo,5590028,EM13,2,VENEZIA,San Giobbe,IMG,4,NO,3,Obbligatorio,Professore Ordinario,,EM13_IMG2
2568,E-BUSINESS_ET11,1° Periodo,5590028,ET11,3,,San Giobbe,EA0,8,NO,3,a scelta,Professore Ordinario,,ET11_EA03
2569,STORIA DELLE DONNE E DI GENERE SP_LM3,2° Periodo,21680166,LM3,1,,San Sebastiano,C,4,NO,3,a scelta,Visiting professor,,LM3_C1
2570,STORIA DELLE DONNE E DI GENERE SP_FM10,2° Periodo,21680166,FM10,3,VENEZIA,San Sebastiano,AMB,4,NO,3,a scelta,Visiting professor,,FM10_AMB3
2571,STORIA DELLE DONNE E DI GENERE SP_FM4,2° Periodo,21680166,FM4,3,VENEZIA,San Sebastiano,MOD,4,NO,3,a scelta,Visiting professor,,FM4_MOD3
2572,STORIA DELLE DONNE E DI GENERE SP_FM9,2° Periodo,21680166,FM9,2,,San Sebastiano,MOD,4,NO,3,a scelta,Visiting professor,,FM9_MOD2
2573,STORIA DELLE DONNE E DI GENERE SP_FM7,2° Periodo,21680166,FM7,3,VENEZIA,San Sebastiano,GGG,4,NO,3,a scelta,Visiting professor,,FM7_GGG3
2574,LINGUA E TRADUZIONE INGLESE 2 - E5_LT5_A-L,I Semestre,11674021,LT5,2,,Treviso - Palazzo San Paolo,GGG,4,A-L,1,Obbligatorio,,,LT5_GGG2
2575,LINGUA E TRADUZIONE INGLESE 2 - E6_LT5_A-L,I Semestre,11674021,LT5,2,,Treviso - Palazzo San Paolo,GGG,4,A-L,1,Obbligatorio,,,LT5_GGG2
2576,ACADEMIC WRITING_FOY_B,I Semestre,20167976,FOY,1,VENEZIA,Palazzina Briati,AD,3,B,1,Obbligatorio,Docente a contratto,,FOY_AD1
2577,ACADEMIC WRITING_FOY_A,I Semestre,20167976,FOY,1,VENEZIA,Palazzina Briati,AD,3,A,1,Obbligatorio,Docente a contratto,,FOY_AD1
2578,ENGLISH LANGUAGE INTERMEDIATE - PRACTICE_FOY_A,II Semestre,20167976,FOY,1,VENEZIA,San Sebastiano,AD,2,A,3,Obbligatorio,Docente a contratto,,FOY_AD1
2579,ENGLISH LANGUAGE INTERMEDIATE - PRACTICE_FOY_B,II Semestre,20167976,FOY,1,VENEZIA,San Sebastiano,AD,2,B,3,Obbligatorio,Docente a contratto,,FOY_AD1
2580,LINGUA ANGLO-AMERICANA 1 - E1_LT10_B,Annuale,20167976,LT10,1,VENEZIA,Rio Nuovo,C,3,B,1,a scelta,Docente a contratto,,LT10_C1
2581,LINGUA INGLESE LIVELLO PRE-INTERMEDIO - ESERCITAZIONI_FOY_B,I Semestre,20167976,FOY,1,VENEZIA,San Sebastiano,AD,2,B,3,Obbligatorio,Docente a contratto,,FOY_AD1
2582,LINGUA INGLESE LIVELLO PRE-INTERMEDIO - ESERCITAZIONI_FOY_A,I Semestre,20167976,FOY,1,VENEZIA,San Sebastiano,AD,2,A,3,Obbligatorio,Docente a contratto,,FOY_AD1
2583,ENGLISH LANGUAGE - E1_LM5_B,Annuale,20167976,LM5,1,,Polo didattico San Basilio (Architettura temporanea),L,3,B,1,a scelta,Docente a contratto,,LM5_L1
2584,ACADEMIC WRITING_FOY_C,I Semestre,5590157,FOY,1,VENEZIA,San Sebastiano,AD,2,C,1,Obbligatorio,Docente a contratto,,FOY_AD1
